-0.20,7000,2.555483e-05, 2.698106e-07
-0.20,8000,2.265534e-05, 2.124767e-07
-0.20,9000,2.034742e-05, 1.716632e-07
-0.20,10000,1.846665e-05, 1.415791e-07
-0.20,11000,1.690441e-05, 1.187666e-07
-0.20,12000,1.558603e-05, 1.010569e-07
-0.20,13000,1.445854e-05, 8.703356e-08
-0.20,14000,1.348324e-05, 7.573991e-08
-0.20,15000,1.263126e-05, 6.651062e-08
-0.20,16000,1.188059e-05, 5.887146e-08
-0.20,17000,1.121418e-05, 5.247696e-08
-0.20,18000,1.061857e-05, 4.707065e-08
-0.20,19000,1.008306e-05, 4.245889e-08
-0.20,20000,9.598988e-06, 3.849326e-08
-0.10,5000,1.714944e-05, 1.222138e-07
-0.10,6000,1.463581e-05, 8.916974e-08
-0.10,7000,1.276543e-05, 6.792468e-08
-0.10,8000,1.131925e-05, 5.346095e-08
-0.10,9000,1.016757e-05, 4.317096e-08
-0.10,10000,9.228707e-06, 3.559021e-08
-0.10,11000,8.448643e-06, 2.984458e-08
-0.10,12000,7.790215e-06, 2.538609e-08
-0.10,13000,7.227024e-06, 2.185707e-08
-0.10,14000,6.739794e-06, 1.901598e-08
-0.10,15000,6.314125e-06, 1.669496e-08
-0.10,16000,5.939042e-06, 1.477439e-08
-0.10,17000,5.606030e-06, 1.316717e-08
-0.10,18000,5.308387e-06, 1.180866e-08
-0.10,19000,5.040760e-06, 1.065005e-08
-0.10,20000,4.798827e-06, 9.653977e-09
0.00,5000,4.621232e-24, 5.353997e-45
0.00,6000,4.652031e-24, 5.613985e-45
0.00,7000,4.551568e-24, 5.749170e-45
0.00,8000,4.567851e-24, 5.902851e-45
0.00,9000,4.580808e-24, 6.026823e-45
0.00,10000,4.591364e-24, 6.128931e-45
0.00,11000,4.600129e-24, 6.214486e-45
0.00,12000,4.607524e-24, 6.287208e-45
0.00,13000,4.613846e-24, 6.349781e-45
0.00,14000,4.619314e-24, 6.404190e-45
0.00,15000,4.624089e-24, 6.451934e-45
0.00,16000,4.628295e-24, 6.494167e-45
0.00,17000,4.632028e-24, 6.531790e-45
0.00,18000,4.635364e-24, 6.565519e-45
0.00,19000,4.638363e-24, 6.595928e-45
0.00,20000,4.641074e-24, 6.623486e-45
0.10,5000,-1.706960e-05, 1.250519e-07
0.10,6000,-1.458615e-05, 9.104008e-08
0.10,7000,-1.273248e-05, 6.921798e-08
0.10,8000,-1.129627e-05, 5.439073e-08
0.10,9000,-1.015091e-05, 4.386102e-08
0.10,10000,-9.216254e-06, 3.611607e-08
0.10,11000,-8.439088e-06, 3.025430e-08
0.10,12000,-7.782725e-06, 2.571143e-08
0.10,13000,-7.221044e-06, 2.211965e-08
0.10,14000,-6.734944e-06, 1.923093e-08
0.10,15000,-6.310138e-06, 1.687312e-08
0.10,16000,-5.935724e-06, 1.492369e-08
0.10,17000,-5.603240e-06, 1.329351e-08
0.10,18000,-5.306018e-06, 1.191651e-08
0.10,19000,-5.038732e-06, 1.074286e-08
0.10,20000,-4.797077e-06, 9.734400e-09
0.20,5000,-3.403335e-05, 5.076621e-07
